domain	owner	storage	start	size	kind	identity	provenance
text	BASE/Misc	text	0xc6a60	0x48	function	?SGenRand@@YIHXZ	retained-or-recovered-procedure
text	-	text	0xc6aa8	0x8	padding	-	retail-padding-bytes
text	BASE/Misc	text	0xc6ab0	0x6	function	?MemSize@@YIHH@Z	retained-or-recovered-procedure
text	-	text	0xc6ab6	0xa	padding	-	retail-padding-bytes
text	BASE/Misc	text	0xc6ac0	0x386	function	?GetDataEntry@@YIXPAD0H0HH@Z	retained-or-recovered-procedure
text	-	text	0xc6e46	0xa	padding	-	retail-padding-bytes
text	BASE/Misc	text	0xc6e50	0x173	function	?DataEntryWindowHandler@@YIHAAUtag_message@@@Z	retained-or-recovered-procedure
text	-	text	0xc6fc3	0xd	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc6fd0	0xc8	function	??0font@@QAE@K@Z	retained-or-recovered-procedure
text	-	text	0xc7098	0x8	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc70a0	0x39	function	??_Efont@@UAEPAXI@Z,??_Gfont@@UAEPAXI@Z	retained-or-recovered-procedure
text	-	text	0xc70d9	0x7	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc70e0	0x39	function	??1font@@UAE@XZ	retained-or-recovered-procedure
text	-	text	0xc7119	0x7	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc7120	0x24a	function	?DrawStringExecute@font@@IAEXPADHHHHHHH@Z	retained-or-recovered-procedure
text	-	text	0xc736a	0x6	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc7370	0x48	function	?DrawString@font@@QAEXPADHHH@Z	retained-or-recovered-procedure
text	-	text	0xc73b8	0x8	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc73c0	0xaf	function	?GetCharacterWidth@font@@QAEHE@Z	retained-or-recovered-procedure
text	-	text	0xc746f	0x1	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc7470	0x313	function	?DrawBoundedString@font@@QAEXPADHHHHHH@Z	retained-or-recovered-procedure
text	-	text	0xc7783	0xd	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc7790	0x1b3	function	?LineLength@font@@QAEHPADH@Z	retained-or-recovered-procedure
text	-	text	0xc7943	0xd	padding	-	retail-padding-bytes
text	BASE/FONT	text	0xc7950	0xc4	function	?LineWidth@font@@QAEHPAD@Z	retained-or-recovered-procedure
text	-	text	0xc7a14	0xc	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7a20	0x67	function	??0icon@@QAE@K@Z	retained-or-recovered-procedure
text	-	text	0xc7a87	0x9	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7a90	0x36	function	??_Eicon@@UAEPAXI@Z,??_Gicon@@UAEPAXI@Z	retained-or-recovered-procedure
text	-	text	0xc7ac6	0xa	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7ad0	0x21	function	??1icon@@UAE@XZ	retained-or-recovered-procedure
text	-	text	0xc7af1	0xf	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7b00	0x44	function	?DrawToBuffer@icon@@QAEXHHHH@Z	retained-or-recovered-procedure
text	-	text	0xc7b44	0xc	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7b50	0x2bb	function	?CombatClipDrawToBuffer@icon@@QAEHHHHPAUSLimitData@@HHPAEPAC@Z	retained-or-recovered-procedure
text	-	text	0xc7e0b	0x5	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7e10	0x3d	function	?ClipFillToBuffer@icon@@QAEXHHHHHHHHH@Z	retained-or-recovered-procedure
text	-	text	0xc7e4d	0x3	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7e50	0x103	function	?FillToBuffer@icon@@QAEXHHHHHPAUSLimitData@@@Z	retained-or-recovered-procedure
text	-	text	0xc7f53	0xd	padding	-	retail-padding-bytes
text	BASE/ICON	text	0xc7f60	0x3e	function	?DimToBuffer@icon@@QAEXHHHH@Z	retained-or-recovered-procedure
text	-	text	0xc7f9e	0x2	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc7fa0	0xdb	function	??0resourceManager@@QAE@XZ	retained-or-recovered-procedure
text	-	text	0xc807b	0x5	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc8080	0xa2	function	?GetBackdrop@resourceManager@@QAEXPADPAVbitmap@@H@Z	retained-or-recovered-procedure
text	-	text	0xc8122	0xe	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc8130	0xd2	function	?GetBackdropAtLoc@resourceManager@@QAEXPADPAVbitmap@@HHH@Z	retained-or-recovered-procedure
text	-	text	0xc8202	0xe	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc8210	0x97	function	?GetPalette@resourceManager@@QAEPAVpalette@@PAD@Z	retained-or-recovered-procedure
text	-	text	0xc82a7	0x9	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc82b0	0x97	function	?GetBitmap@resourceManager@@QAEPAVbitmap@@PAD@Z	retained-or-recovered-procedure
text	-	text	0xc8347	0x9	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc8350	0x2f	function	?GetIcon@resourceManager@@QAEPAVicon@@PAD@Z	retained-or-recovered-procedure
text	-	text	0xc837f	0x1	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc8380	0x86	function	?GetIcon@resourceManager@@QAEPAVicon@@K@Z	retained-or-recovered-procedure
text	-	text	0xc8406	0xa	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc8410	0x97	function	?GetTileset@resourceManager@@QAEPAVtileset@@PAD@Z	retained-or-recovered-procedure
text	-	text	0xc84a7	0x9	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc84b0	0x1a	function	?GetMouse@resourceManager@@QAEPAVmouse@@PAD@Z	retained-or-recovered-procedure
text	-	text	0xc84ca	0x6	padding	-	retail-padding-bytes
text	BASE/RESMGR	text	0xc84d0	0x97	function	?GetFont@resourceManager@@QAEPAVfont@@PAD@Z	retained-or-recovered-procedure
