# Generated by `homm2 audit cross-version`; do not hand-edit.
# reference: /home/sheep/Projects/homm2/homm2-decomp
# lead: parity-gap = 2.0 reached 100% and this branch has not.
# transition: od-od = /Od both sides (shape transfers);
#             o2-od = 2.0 proved semantics only, /Od detail is new work.
# size_outlier: retail size delta outside the both-exact envelope
#               for its transition class - a body-change candidate.
lead	unit	symbol	buka_best	pol_best	buka_live	buka_max	pol_live	pol_max	unmatched_bytes	buka_rva	pol_rva	buka_size	pol_size	size_delta	size_rel	profile	transition	size_outlier
buka-only	SOURCE/CMBTMGR	_$E18	100.0000		100.0000				0	0x2b801		0x12				base->base	od-od	
buka-only	SOURCE/CMBTMGR	_$E19	100.0000		100.0000				0	0x2b7da		0x27				base->base	od-od	
buka-only	SOURCE/COMMAND	_$E18	100.0000		100.0000				0	0x3274a		0x12				base->base	od-od	
buka-only	SOURCE/COMMAND	_$E19	100.0000		100.0000				0	0x32723		0x27				base->base	od-od	
buka-only	SOURCE/CURSOR	_$E18	100.0000		100.0000				0	0x3675e		0x12				base->base	od-od	
buka-only	SOURCE/CURSOR	_$E19	100.0000		100.0000				0	0x36737		0x27				base->base	od-od	
buka-only	SOURCE/Campaign	_$E18	100.0000		100.0000				0	0x24302		0x12				base->base	od-od	
buka-only	SOURCE/Campaign	_$E19	100.0000		100.0000				0	0x242db		0x27				base->base	od-od	
buka-only	SOURCE/Castle	_$E18	100.0000		100.0000				0	0x25dc4		0x12				base->base	od-od	
buka-only	SOURCE/Castle	_$E19	100.0000		100.0000				0	0x25d9d		0x27				base->base	od-od	
buka-only	SOURCE/DRAWING	_$E18	100.0000		100.0000				0	0x3b626		0x12				base->base	od-od	
buka-only	SOURCE/DRAWING	_$E19	100.0000		100.0000				0	0x3b5ff		0x27				base->base	od-od	
buka-only	SOURCE/EVENTS	_$E18	100.0000		100.0000				0	0x49c12		0x12				base->base_nogf	od-od	
buka-only	SOURCE/EVENTS	_$E19	100.0000		100.0000				0	0x49beb		0x27				base->base_nogf	od-od	
buka-only	SOURCE/FINDPATH	_$E18	100.0000		100.0000				0	0x4afe6		0x12				o2->base	o2-od	
buka-only	SOURCE/FINDPATH	_$E19	100.0000		100.0000				0	0x4afbf		0x27				o2->base	o2-od	
buka-only	SOURCE/FLY	_$E18	100.0000		100.0000				0	0x4bfd7		0x12				base->base	od-od	
buka-only	SOURCE/FLY	_$E19	100.0000		100.0000				0	0x4bfb0		0x27				base->base	od-od	
buka-only	SOURCE/GAME	_$E18	100.0000		100.0000				0	0x60e30		0x12				base->base	od-od	
buka-only	SOURCE/GAME	_$E19	100.0000		100.0000				0	0x60e09		0x27				base->base	od-od	
buka-only	SOURCE/HERO	_$E18	100.0000		100.0000				0	0x64ca9		0x12				base->base	od-od	
buka-only	SOURCE/HERO	_$E19	100.0000		100.0000				0	0x64c82		0x27				base->base	od-od	
buka-only	SOURCE/HEXCELL	_$E18	100.0000		100.0000				0	0x650f4		0x12				base->base	od-od	
buka-only	SOURCE/HEXCELL	_$E19	100.0000		100.0000				0	0x650cd		0x27				base->base	od-od	
buka-only	SOURCE/HISCORE	_$E18	100.0000		100.0000				0	0x65bd2		0x12				base->base	od-od	
buka-only	SOURCE/HISCORE	_$E19	100.0000		100.0000				0	0x65bab		0x27				base->base	od-od	
buka-only	SOURCE/KB	??1game@@QAE@XZ	100.0000		100.0000	100.0000			0	0x70dd0		0x19				base->base	od-od	
buka-only	SOURCE/KB	?GetMonsterPluralName@@YIPADH@Z	100.0000		100.0000	100.0000			0	0x68cf0		0x15				base->base	od-od	
buka-only	SOURCE/KB	_$E18	100.0000		100.0000				0	0x70db1		0x12				base->base	od-od	
buka-only	SOURCE/KB	_$E19	100.0000		100.0000				0	0x70d8a		0x27				base->base	od-od	
buka-only	SOURCE/Modem	_$E18	100.0000		100.0000				0	0x7381e		0x12				base->base_nogf	od-od	
buka-only	SOURCE/Modem	_$E19	100.0000		100.0000				0	0x737f7		0x27				base->base_nogf	od-od	
buka-only	SOURCE/NOOPT	_$E18	100.0000		100.0000				0	0x79b85		0x12				base->base	od-od	
buka-only	SOURCE/NOOPT	_$E19	100.0000		100.0000				0	0x79b5e		0x27				base->base	od-od	
buka-only	SOURCE/Netbios	_$E18	100.0000		100.0000				0	0x73d89		0x12				base->base	od-od	
buka-only	SOURCE/Netbios	_$E19	100.0000		100.0000				0	0x73d62		0x27				base->base	od-od	
buka-only	SOURCE/Newgame	_$E18	100.0000		100.0000				0	0x79ae9		0x12				base->base	od-od	
buka-only	SOURCE/Newgame	_$E19	100.0000		100.0000				0	0x79ac2		0x27				base->base	od-od	
buka-only	SOURCE/Overview	_$E18	100.0000		100.0000				0	0x7ce7d		0x12				base->base	od-od	
buka-only	SOURCE/Overview	_$E19	100.0000		100.0000				0	0x7ce56		0x27				base->base	od-od	
buka-only	SOURCE/PATH	_$E18	100.0000		100.0000				0	0x7e191		0x12				base->base	od-od	
buka-only	SOURCE/PATH	_$E19	100.0000		100.0000				0	0x7e16a		0x27				base->base	od-od	
buka-only	SOURCE/PHILAI	_$E19	100.0000		100.0000				0	0x8c2f1		0x27				base->base	od-od	
buka-only	SOURCE/PHILAI	_$E3	100.0000		100.0000				0	0x8c318		0x12				base->base	od-od	
buka-only	SOURCE/RECRUIT	_$E18	100.0000		100.0000				0	0x8d032		0x12				base->base	od-od	
buka-only	SOURCE/RECRUIT	_$E19	100.0000		100.0000				0	0x8d00b		0x27				base->base	od-od	
buka-only	SOURCE/REMOTE	_$E18	100.0000		100.0000				0	0x8e71c		0x12				base->base	od-od	
buka-only	SOURCE/REMOTE	_$E19	100.0000		100.0000				0	0x8e6f5		0x27				base->base	od-od	
buka-only	SOURCE/REQUEST	_$E18	100.0000		100.0000				0	0x916a6		0x12				base->base	od-od	
buka-only	SOURCE/REQUEST	_$E19	100.0000		100.0000				0	0x9167f		0x27				base->base	od-od	
buka-only	SOURCE/SEARCH	_$E18	100.0000		100.0000				0	0x924bf		0x12				o2->base	o2-od	
buka-only	SOURCE/SEARCH	_$E19	100.0000		100.0000				0	0x92498		0x27				o2->base	o2-od	
buka-only	SOURCE/SETUP	_$E18	100.0000		100.0000				0	0x94522		0x12				base->base_nogf	od-od	
buka-only	SOURCE/SETUP	_$E19	100.0000		100.0000				0	0x944fb		0x27				base->base_nogf	od-od	
buka-only	SOURCE/SMACKMGR	_$E18	100.0000		100.0000				0	0x95d82		0x12				base->base	od-od	
buka-only	SOURCE/SMACKMGR	_$E19	100.0000		100.0000				0	0x95d5b		0x27				base->base	od-od	
buka-only	SOURCE/SPELLAI	_$E18	100.0000		100.0000				0	0x9877b		0x12				base->base	od-od	
buka-only	SOURCE/SPELLAI	_$E19	100.0000		100.0000				0	0x98754		0x27				base->base	od-od	
buka-only	SOURCE/SPELLS	_$E18	100.0000		100.0000				0	0xa1888		0x12				base->base_nogf	od-od	
buka-only	SOURCE/SPELLS	_$E19	100.0000		100.0000				0	0xa1861		0x27				base->base_nogf	od-od	
buka-only	SOURCE/STRIP	_$E18	100.0000		100.0000				0	0xa2246		0x12				base->base	od-od	
buka-only	SOURCE/STRIP	_$E19	100.0000		100.0000				0	0xa221f		0x27				base->base	od-od	
buka-only	SOURCE/SWAPMGR	_$E18	100.0000		100.0000				0	0xa3fd8		0x12				base->base	od-od	
buka-only	SOURCE/SWAPMGR	_$E19	100.0000		100.0000				0	0xa3fb1		0x27				base->base	od-od	
buka-only	SOURCE/TOWN	_$E18	100.0000		100.0000				0	0xa4728		0x12				base->base	od-od	
buka-only	SOURCE/TOWN	_$E19	100.0000		100.0000				0	0xa4701		0x27				base->base	od-od	
buka-only	SOURCE/TOWNMGR	_$E18	100.0000		100.0000				0	0xac6c0		0x12				base->base	od-od	
buka-only	SOURCE/TOWNMGR	_$E19	100.0000		100.0000				0	0xac699		0x27				base->base	od-od	
buka-only	SOURCE/VIEW	_$E18	100.0000		100.0000				0	0xadf99		0x12				base->base	od-od	
buka-only	SOURCE/VIEW	_$E19	100.0000		100.0000				0	0xadf72		0x27				base->base	od-od	
buka-only	SOURCE/Viewwrld	_$E18	100.0000		100.0000				0	0xafbcb		0x12				base->base	od-od	
buka-only	SOURCE/Viewwrld	_$E19	100.0000		100.0000				0	0xafba4		0x27				base->base	od-od	
buka-only	SOURCE/Wsnetwin	_$E18	100.0000		100.0000				0	0xb2b81		0x12				base->base	od-od	
buka-only	SOURCE/Wsnetwin	_$E19	100.0000		100.0000				0	0xb2b5a		0x27				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E18	100.0000		100.0000				0	0xb52fc		0x12				base->base	od-od	
buka-only	SOURCE/X_CAMPGN	_$E19	100.0000		100.0000				0	0xb52d5		0x27				base->base	od-od	
buka-only	SOURCE/comwin	_$E18	100.0000		100.0000				0	0x332b1		0x12				base->base	od-od	
buka-only	SOURCE/comwin	_$E19	100.0000		100.0000				0	0x3328a		0x27				base->base	od-od	
buka-only	SOURCE/dpnetwin	_$E18	100.0000		100.0000				0	0x37cef		0x12				base->base	od-od	
buka-only	SOURCE/dpnetwin	_$E19	100.0000		100.0000				0	0x37cc8		0x27				base->base	od-od	
buka-only	SOURCE/kbwin	_$E18	100.0000		100.0000				0	0x7202f		0x12				base->base	od-od	
buka-only	SOURCE/kbwin	_$E19	100.0000		100.0000				0	0x72008		0x27				base->base	od-od	
buka-only	SOURCE/netwin	_$E18	100.0000		100.0000				0	0x75497		0x12				base->base	od-od	
buka-only	SOURCE/netwin	_$E19	100.0000		100.0000				0	0x75470		0x27				base->base	od-od	
buka-only	SOURCE/netwin	_nb_rcv	100.0000		100.0000	100.0000			0	0x7421c		0x96				base->base	od-od	
buka-only	SOURCE/netwin	_nb_snd	100.0000		100.0000	100.0000			0	0x742b2		0xc0				base->base	od-od	
buka-only	SOURCE/netwin	_nb_stat	100.0000		100.0000	100.0000			0	0x74839		0xf				base->base	od-od	
buka-only	SOURCE/tradpost	_$E18	100.0000		100.0000				0	0xad48f		0x12				base->base	od-od	
buka-only	SOURCE/tradpost	_$E19	100.0000		100.0000				0	0xad468		0x27				base->base	od-od	
buka-only	SOURCE/wingraph	?DDUpdatePalette@@YAXPAC@Z	100.0000		100.0000	100.0000			0	0xb0c15		0xee				base->base_nogf	od-od	
buka-only	SOURCE/wingraph	?UpdatePalette@@YAXPAC@Z	100.0000		100.0000	100.0000			0	0xb19de		0x28				base->base_nogf	od-od	
buka-only	SOURCE/wingraph	_$E18	100.0000		100.0000				0	0xb1cd5		0x12				base->base_nogf	od-od	
buka-only	SOURCE/wingraph	_$E19	100.0000		100.0000				0	0xb1cae		0x27				base->base_nogf	od-od	
buka-only	SOURCE/x_arena	_$E18	100.0000		100.0000				0	0xb32cc		0x12				base->base	od-od	
buka-only	SOURCE/x_arena	_$E19	100.0000		100.0000				0	0xb32a5		0x27				base->base	od-od	
forward	BASE/BITMAP	??_Gbitmap@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xc5d20	0xcfff0	0x2e	0x41	-19	-0.292	o2->base_gx	o2-od	
forward	BASE/BORDER	??_Gborder@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xcb0f0	0xd20e0	0x2e	0x4d	-31	-0.403	o2->base	o2-od	
forward	BASE/BUTTON	??_Gbutton@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xd3550	0xdd480	0x2e	0x36	-8	-0.148	o2->base	o2-od	
forward	BASE/Bzip	?sortIt@@YIXXZ	100.0000	99.9936	100.0000	100.0000	98.5966	99.9936	0	0xc9320	0xd6720	0x422	0x434	-18	-0.017	base->base_nogf	od-od	
forward	BASE/DIMMER	??_GdimmerWidget@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xd3440	0xdd410	0x2e	0x25	9	+0.243	o2->base	o2-od	
forward	BASE/FONT	??_Gfont@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xc3710	0xc70a0	0x2e	0x39	-11	-0.193	base_oi->base_gf	od-od	
forward	BASE/ICON	??_Gicon@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xc27b0	0xc7a90	0x2e	0x36	-8	-0.148	o2->base	o2-od	
forward	BASE/ICONWDGT	??_GiconWidget@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xbb6d0	0xd0a90	0x2e	0x36	-8	-0.148	o2->base	o2-od	
forward	BASE/MOUSEMGR	?Close@mouseManager@@UAEXXZ	100.0000	99.6923	100.0000	100.0000	99.6923	99.6923	0	0xb92a0	0xc93f0	0x17f	0xed	146	+0.616	o2->base	o2-od	
forward	BASE/MOUSEMGR	?Open@mouseManager@@UAEHH@Z	100.0000	93.3256	100.0000	100.0000	93.3256	93.3256	0	0xb9180	0xc9350	0x116	0x94	130	+0.878	o2->base	o2-od	
forward	BASE/Misc	?BaseAlloc@@YIPAXIPADH@Z	100.0000	95.7297	100.0000	100.0000	95.4595	95.7297	0	0xbd530	0xc3d70	0x113	0x20f	-252	-0.478	o2->base_nogf	o2-od	
forward	BASE/Misc	?BaseFree@@YIXPAXPADH@Z	100.0000	94.0482	100.0000	100.0000	91.3333	94.0482	0	0xbd650	0xc3f80	0x154	0x386	-562	-0.623	o2->base_nogf	o2-od	
forward	BASE/Misc	?LogInt@@YIXPADHHHHHHH@Z	100.0000	96.6000	100.0000	100.0000	96.6000	96.6000	0	0xbfad0	0xc61c0	0x1b6	0x224	-110	-0.201	o2->base_nogf	o2-od	
forward	BASE/Misc	?LogStr@@YIXPAD@Z	100.0000	88.5000	100.0000	100.0000	88.5000	88.5000	0	0xbfa30	0xc6120	0x9a	0x9e	-4	-0.025	o2->base_nogf	o2-od	
forward	BASE/Misc	?LogTruncate@@YIXXZ	100.0000	92.5000	100.0000	100.0000	92.5000	92.5000	0	0xbf990	0xc6070	0x91	0xa6	-21	-0.127	o2->base_nogf	o2-od	
forward	BASE/Misc	?PrintMemoryLeaks@@YIXXZ	100.0000	96.0439	100.0000	100.0000	96.0439	96.0439	0	0xbd7b0	0xc4310	0xe7	0x134	-77	-0.250	o2->base_nogf	o2-od	
forward	BASE/Misc	?SGenRand@@YIHXZ	100.0000	90.9091	100.0000	100.0000	90.9091	90.9091	0	0xc0530	0xc6a60	0x92	0x48	74	+1.028	o2->base_nogf	o2-od	
forward	BASE/Misc	?SRandom@@YIHHH@Z	100.0000	92.0000	100.0000	100.0000	92.0000	92.0000	0	0xc03f0	0xc6930	0x72	0xb8	-70	-0.380	o2->base_nogf	o2-od	
forward	BASE/PALETTE	??_Gpalette@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xcaf10	0xd25b0	0x2e	0x41	-19	-0.292	o2->base	o2-od	
forward	BASE/SAMPLE	??_GMIDIWrap@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xce5e0	0xdaff0	0x2e	0x3d	-15	-0.246	o2->base	o2-od	
forward	BASE/SAMPLE	??_Gsample@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xce460	0xdaef0	0x2e	0x41	-19	-0.292	o2->base	o2-od	
forward	BASE/TEXTWDGT	??0textWidget@@QAE@XZ	100.0000	97.3684	100.0000	100.0000	97.3684	97.3684	0	0xc2f50	0xd1060	0x58	0x3e	26	+0.419	o2->base	o2-od	
forward	BASE/TEXTWDGT	??_GtextWidget@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xc2fb0	0xd10a0	0x2e	0x45	-23	-0.333	o2->base	o2-od	
forward	BASE/TILESET	??_Gtileset@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xce190	0xdacf0	0x2e	0x36	-8	-0.148	o2->base	o2-od	
forward	BASE/Textntry	??_GtextEntryWidget@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xd1d20	0xd8770	0x2e	0x36	-8	-0.148	o2->base	o2-od	
forward	BASE/WINMGR	?BroadcastMessage@heroWindowManager@@QAEHHHHH@Z	100.0000	81.1765	100.0000	100.0000	81.1765	81.1765	0	0xb7270	0xcac40	0x36	0x35	1	+0.019	o2->base	o2-od	
forward	BASE/droplist	??_GdropListWidget@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xcfe10	0xdbf40	0x2e	0x1f	15	+0.484	o2->base	o2-od	
forward	BASE/listbox	??_GlistBoxWidget@@UAEPAXI@Z	100.0000	0.0000	100.0000		0.0000		0	0xce700	0xdb0b0	0x2e	0x1f	15	+0.484	o2->base	o2-od	
forward	SOURCE/ADVMGR	?DimensionDoorHandler@@YIHAAUtag_message@@@Z	100.0000	96.5714	100.0000	100.0000	96.5714	96.5714	0	0xf085	0x65191	0x285	0x31c	-151	-0.190	base->base	od-od	
forward	SOURCE/ADVMGR	?MapExtraPosAndAdjacentsSet@@YIHHHE@Z	100.0000	99.8591	100.0000	100.0000	91.4085	99.8591	0	0x13b4d	0x6a0e7	0xda	0xf6	-28	-0.114	base->base	od-od	
forward	SOURCE/GAME	?SetMapSize@game@@QAEXHH@Z	100.0000	95.7895	100.0000	100.0000	95.7895	95.7895	0	0x5f1e3	0x848bf	0xb9	0xe3	-42	-0.185	base->base	od-od	
forward	SOURCE/GAME	?SetVisibility@game@@QAEXHHHH@Z	100.0000	97.0069	100.0000	100.0000	91.2828	97.0069	0	0x5b736	0x80b64	0x20e	0x230	-34	-0.061	base->base	od-od	
forward	SOURCE/GAME	?ViewSpecialHandler@@YIHAAUtag_message@@@Z	100.0000	98.6198	100.0000	100.0000	98.6198	98.6198	0	0x553d1	0x7a4cd	0x158	0x17c	-36	-0.095	base->base	od-od	
forward	SOURCE/PHILAI	?DetermineHeroToMove@philAI@@QAEPAVhero@@H@Z	100.0000	90.7436	100.0000	100.0000	89.9487	90.7436	0	0x81b1f	0x3b748	0xe4	0x11d	-57	-0.200	base->base	od-od	
forward	SOURCE/TOWNMGR	?GetCategoryStats@@YIXHQAJQAC@Z	100.0000	99.0507	100.0000	100.0000	98.1013	99.0507	0	0xac127	0x1b692	0x4a0	0x56a	-202	-0.146	base->base	od-od	
forward	SOURCE/dpnetwin	?dpWaitForExtraGuests@@YIHXZ	100.0000	99.7222	100.0000	100.0000	99.7222	99.7222	0	0x372e1	0x1fa77	0x7c	0x84	-8	-0.061	base->base	od-od	
both-exact	BASE/BASEMGR	??0baseManager@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xb5660	0xd2530	0x5d	0x47	22	+0.310	o2->base	o2-od	
both-exact	BASE/BITMAP	??0bitmap@@QAE@FFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc5d50	0xd0040	0x99	0x53	70	+0.843	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	??0bitmap@@QAE@K@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc5df0	0xd00a0	0xeb	0x8f	92	+0.643	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	??0bitmap@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc5cd0	0xcffc0	0x4c	0x2a	34	+0.810	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	??1bitmap@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc5ee0	0xd0130	0x46	0x2c	26	+0.591	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	?CopyTo@bitmap@@QAEXPAV1@HHHHHH@Z	100.0000	100.0000	100.0000	100.0000	86.7465	100.0000	0	0xc62c0	0xd0430	0xb6	0xcb	-21	-0.103	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	?CopyToCareful@bitmap@@QAEXPAV1@HHHHHH@Z	100.0000	100.0000	100.0000	100.0000	98.1707	100.0000	0	0xc6380	0xd0500	0x77	0x65	18	+0.178	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	?DrawToBuffer@bitmap@@QAEXFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6090	0xd0260	0x47	0x3c	11	+0.183	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	?DrawToScreen@bitmap@@QAEXFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc60e0	0xd02a0	0x3d	0x32	11	+0.220	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	?GrabBitmap@bitmap@@QAEXPAV1@FF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6150	0xd0310	0x36	0x26	16	+0.421	o2->base_gx	o2-od	
both-exact	BASE/BITMAP	?GrabScreen@bitmap@@QAEXFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc6120	0xd02e0	0x29	0x2d	-4	-0.089	o2->base_gx	o2-od	
both-exact	BASE/BITS	_BitClear	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc2f22	0xd15e2	0x22	0x22	0	+0.000	o1_frame->o1_frame	other	
both-exact	BASE/BITS	_BitSet	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc2f02	0xd15c2	0x20	0x20	0	+0.000	o1_frame->o1_frame	other	
both-exact	BASE/BITS	_BitTest	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc2ed4	0xd1594	0x2e	0x2e	0	+0.000	o1_frame->o1_frame	other	
both-exact	BASE/BORDER	??0border@@QAE@FFFFFFFPAD@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcb120	0xd2130	0xa8	0x64	68	+0.680	o2->base	o2-od	
both-exact	BASE/BORDER	??0border@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcb0a0	0xd20a0	0x48	0x32	22	+0.440	o2->base	o2-od	
both-exact	BASE/BORDER	??1border@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xcb1d0	0xd21a0	0x7f	0x38	71	+1.268	o2->base	o2-od	
both-exact	BASE/BORDER	?Draw@border@@UAEXXZ	100.0000	100.0000	100.0000	100.0000	75.5362	100.0000	0	0xcb570	0xd2480	0xec	0xab	65	+0.380	o2->base	o2-od	
both-exact	BASE/BUTTON	??0button@@QAE@FFFFKFFFFFF@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3580	0xdd4c0	0xb6	0x6e	72	+0.655	o2->base	o2-od	
both-exact	BASE/BUTTON	??0button@@QAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd34e0	0xdd440	0x63	0x34	47	+0.904	o2->base	o2-od	
both-exact	BASE/BUTTON	??1button@@UAE@XZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3830	0xdd6a0	0x5b	0x21	58	+1.758	o2->base	o2-od	
both-exact	BASE/BUTTON	?Read@button@@QAEXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xd3710	0xdd5b0	0x115	0xeb	42	+0.179	o2->base	o2-od	
both-exact	BASE/BUTTON	?Select@button@@QAEFAAUtag_message@@@Z	100.0000	100.0000	100.0000	100.0000	94.7174	100.0000	0	0xd3d70	0xddc70	0xe9	0x96	83	+0.553	o2->base	o2-od	
both-exact	BASE/Bzip	?FreeCompressStructures@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7ef0	0xd5270	0x81	0x94	-19	-0.128	base->base_nogf	od-od	
both-exact	BASE/Bzip	?FreeDecompressStructures@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8030	0xd53e0	0x81	0x94	-19	-0.128	base->base_nogf	od-od	
both-exact	BASE/Bzip	?GETALL@@YIIH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8190	0xd5570	0x17	0x22	-11	-0.324	base->base_nogf	od-od	
both-exact	BASE/Bzip	?NORMALISE@@YIHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8370	0xd5780	0x49	0x4d	-4	-0.052	base->base_nogf	od-od	
both-exact	BASE/Bzip	?NORMALISEHI@@YIHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc83c0	0xd57d0	0x2f	0x36	-7	-0.130	base->base_nogf	od-od	
both-exact	BASE/Bzip	?NORMALISELO@@YIHH@Z	100.0000	100.0000	100.0000	100.0000	93.6842	100.0000	0	0xc83f0	0xd5810	0x2a	0x31	-7	-0.143	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETFIRST16@@YIXHI@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc81f0	0xd55f0	0x35	0x3e	-9	-0.145	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETFIRST@@YIXHE@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8270	0xd5680	0x3a	0x40	-6	-0.094	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETFOURTH@@YIXHE@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8330	0xd5740	0x34	0x3d	-9	-0.148	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETREST16@@YIXHI@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc81b0	0xd55a0	0x37	0x41	-10	-0.154	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETREST@@YIXHI@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8230	0xd5630	0x37	0x41	-10	-0.154	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETSECOND@@YIXHE@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc82b0	0xd56c0	0x3a	0x40	-6	-0.094	base->base_nogf	od-od	
both-exact	BASE/Bzip	?SETTHIRD@@YIXHE@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc82f0	0xd5700	0x37	0x40	-9	-0.141	base->base_nogf	od-od	
both-exact	BASE/Bzip	?STRONG_NORMALISE@@YIHH@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc8420	0xd5850	0x2b	0x39	-14	-0.246	base->base_nogf	od-od	
both-exact	BASE/Bzip	?allocateCompressStructures@@YIXXZ	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7f80	0xd5310	0xab	0xcf	-36	-0.174	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithCodeBitPlusFollow@@YIXPAUBitStream@@I@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7270	0xd44b0	0x43	0x4e	-11	-0.141	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithCodeDoneDecoding@@YIXPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7390	0xd4600	0xb	0x16	-11	-0.500	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithCodeDoneEncoding@@YIXPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc72f0	0xd4540	0x40	0x4c	-12	-0.158	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithCodeRenormalise_Encode@@YIXPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc73a0	0xd4620	0xa5	0x98	13	+0.086	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithCodeStartDecoding@@YIXPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc7330	0xd4590	0x5c	0x68	-12	-0.115	base->base_nogf	od-od	
both-exact	BASE/Bzip	?arithCodeStartEncoding@@YIXPAUBitStream@@@Z	100.0000	100.0000	100.0000	100.0000	100.0000	100.0000	0	0xc72c0	0xd4500	0x29	0x34	-11	-0.212	base->base_nogf	od-od	
