unit	location	macro	old_address	entity
BASE/Bzip	src/BASE/Bzip.cpp:753	VA	0x004d5810	Int32 NORMALISELO(Int32 p)
BASE/Bzip	src/BASE/Bzip.cpp:758	VA	0x004d5850	Int32 STRONG_NORMALISE(Int32 p)
BASE/Bzip	src/BASE/Bzip.cpp:766	VA	0x004d5890	void sendZeroes(BitStream* outStream, Int32 zeroesPending)
BASE/Bzip	src/BASE/Bzip.cpp:794	VA	0x004d5930	void moveToFrontCodeAndSend(BitStream* outStream, Bool thisIsTheLastBlock)
BASE/Bzip	src/BASE/Bzip.cpp:840	VA	0x004d5ac0	Bool getAndMoveToFrontDecode(BitStream* inStream)
BASE/Bzip	src/BASE/Bzip.cpp:907	DATA_COMPGEN	0x00520610	getAndMoveToFrontDecodeBadMTFValueD
BASE/Bzip	src/BASE/Bzip.cpp:909	DATA_COMPGEN	0x00520624	getAndMoveToFrontDecodeGetAndMoveToFrontDecode
BASE/Bzip	src/BASE/Bzip.cpp:913	VA	0x004d5da0	void stripe(void)
BASE/Bzip	src/BASE/Bzip.cpp:925	VA	0x004d5e30	void copyOffsetWords(void)
BASE/Bzip	src/BASE/Bzip.cpp:933	VA	0x004d5e80	Bool fullGt(Int32 i1, Int32 i2)
BASE/Bzip	src/BASE/Bzip.cpp:990	VA	0x004d6000	void qsortFull(Int32 left, Int32 right)
BASE/Bzip	src/BASE/Bzip.cpp:1071	VA	0x004d6550	Bool trivialGt(Int32 i1, Int32 i2)
BASE/Bzip	src/BASE/Bzip.cpp:1091	VA	0x004d6610	void shellTrivial(void)
BASE/Bzip	src/BASE/Bzip.cpp:1120	VA	0x004d6720	void sortIt(void)
BASE/Bzip	src/BASE/Bzip.cpp:1129	DATA_COMPGEN	0x00520640	sortItTrivialSort
BASE/Bzip	src/BASE/Bzip.cpp:1136	DATA_COMPGEN	0x00520654	sortItTrivialSortDone
BASE/Bzip	src/BASE/Bzip.cpp:1148	DATA_COMPGEN	0x00520668	sortItBucketSorting
BASE/Bzip	src/BASE/Bzip.cpp:1195	DATA_COMPGEN	0x0052067c	sortItGradedSort
BASE/Bzip	src/BASE/Bzip.cpp:1217	DATA_COMPGEN	0x00520688	sortItDDCand5dFreq6d
BASE/Bzip	src/BASE/Bzip.cpp:1238	DATA_COMPGEN	0x005206c0	sortItEmptyString
BASE/Bzip	src/BASE/Bzip.cpp:1247	VA	0x004d6b60	void doReversibleTransformation(void)
BASE/Bzip	src/BASE/Bzip.cpp:1252	DATA_COMPGEN	0x005206c4	doReversibleTransformationEmptyString
BASE/Bzip	src/BASE/Bzip.cpp:1266	DATA_COMPGEN	0x005206c8	doReversibleTransformationDoReversibleTransformation
BASE/Bzip	src/BASE/Bzip.cpp:1269	VA	0x004d6c10	void undoReversibleTransformation(void)
BASE/Bzip	src/BASE/Bzip.cpp:1299	VA	0x004d6d70	void spotBlock(Bool weAreCompressing)
BASE/Bzip	src/BASE/Bzip.cpp:1321	DATA_COMPGEN	0x005206e4	spotBlockSpotBlock
BASE/Bzip	src/BASE/Bzip.cpp:1366	VA	0x004d6f40	Int32 getRLEpair(FILE* src)
BASE/Bzip	src/BASE/Bzip.cpp:1387	DATA_COMPGEN	0x005206f0	getRLEpairGetRLEpairUngetcFailed
BASE/Bzip	src/BASE/Bzip.cpp:1403	VA	0x004d70a0	Bool loadAndRLEsource(FILE* src)
BASE/Bzip	src/BASE/Bzip.cpp:1458	VA	0x004d7290	void unRLEandDump(FILE* dst, Bool thisIsTheLastBlock)
BASE/Bzip	src/BASE/Bzip.cpp:1506	VA	0x004d7420	void compressStream(FILE* stream, FILE* zStream)
BASE/Bzip	src/BASE/Bzip.cpp:1530	DATA_COMPGEN	0x0052070c	compressStreamBEGINBlockD
BASE/Bzip	src/BASE/Bzip.cpp:1543	DATA_COMPGEN	0x00520720	compressStreamCRC0xX
BASE/Bzip	src/BASE/Bzip.cpp:1554	DATA_COMPGEN	0x00520730	compressStreamEmptyString
BASE/Bzip	src/BASE/Bzip.cpp:1557	DATA_COMPGEN	0x00520734	compressStreamEmptyString2
BASE/Bzip	src/BASE/Bzip.cpp:1569	DATA_COMPGEN	0x00520738	compressStream63f163fBits
BASE/Bzip	src/BASE/Bzip.cpp:1572	DATA_COMPGEN	0x004eba98	compressStreamConstant3
BASE/Bzip	src/BASE/Bzip.cpp:1573	DATA_COMPGEN	0x004eba90	compressStreamConstant2
BASE/Bzip	src/BASE/Bzip.cpp:1573	DATA_COMPGEN	0x004eba88	compressStreamConstant
BASE/Bzip	src/BASE/Bzip.cpp:1581	DATA_COMPGEN	0x00520774	compressStreamEmptyString3
BASE/Bzip	src/BASE/Bzip.cpp:1586	VA	0x004d7710	Bool uncompressStream(FILE* zStream, FILE* stream)
BASE/Bzip	src/BASE/Bzip.cpp:1615	DATA_COMPGEN	0x00520778	uncompressStreamEmptyString
BASE/Bzip	src/BASE/Bzip.cpp:1622	DATA_COMPGEN	0x0052077c	uncompressStreamDAcMtf
BASE/Bzip	src/BASE/Bzip.cpp:1627	DATA_COMPGEN	0x0052078c	uncompressStreamRt
BASE/Bzip	src/BASE/Bzip.cpp:1631	DATA_COMPGEN	0x00520790	uncompressStreamRld
BASE/Bzip	src/BASE/Bzip.cpp:1634	DATA_COMPGEN	0x00520794	uncompressStreamEmptyString2
BASE/Bzip	src/BASE/Bzip.cpp:1638	DATA_COMPGEN	0x00520798	uncompressStreamEmptyString3
BASE/Bzip	src/BASE/Bzip.cpp:1643	DATA_COMPGEN	0x0052079c	uncompressStreamCRCsStored0xXComputed0x
BASE/Bzip	src/BASE/Bzip.cpp:1658	VA	0x004d7980	void showFileNames(void) {}
BASE/Bzip	src/BASE/Bzip.cpp:1661	VA	0x004d7990	void cleanUpAndFail(void) {}
BASE/Bzip	src/BASE/Bzip.cpp:1664	VA	0x004d79a0	void panic(char* s) {}
BASE/Bzip	src/BASE/Bzip.cpp:1667	VA	0x004d79c0	void crcError(UInt32 crcStored, UInt32 crcComputed)
BASE/Bzip	src/BASE/Bzip.cpp:1671	DATA_COMPGEN	0x005207c4	crcErrorSDataIntegrityErrorWhenDecompressing
BASE/Bzip	src/BASE/Bzip.cpp:1684	VA	0x004d7a10	void compressedStreamEOF(void)
BASE/Bzip	src/BASE/Bzip.cpp:1688	DATA_COMPGEN	0x00520868	compressedStreamEOFSCompressedFileEndsUnexpectedlyPerhaps
BASE/Bzip	src/BASE/Bzip.cpp:1698	VA	0x004d7a60	void ioError(void)
BASE/Bzip	src/BASE/Bzip.cpp:1700	DATA_COMPGEN	0x005208c8	ioErrorSIOOrOtherError
BASE/Bzip	src/BASE/Bzip.cpp:1707	VA	0x004d7ab0	void blockOverrun(void)
BASE/Bzip	src/BASE/Bzip.cpp:1711	DATA_COMPGEN	0x0052090c	blockOverrunSBlockOverrunDuringDecompressionWhich
BASE/Bzip	src/BASE/Bzip.cpp:1721	VA	0x004d7af0	void unblockError(void)
BASE/Bzip	src/BASE/Bzip.cpp:1725	DATA_COMPGEN	0x00520970	unblockErrorSCompressedFileDidnTUnblock
BASE/Bzip	src/BASE/Bzip.cpp:1734	VA	0x004d7b30	void bitStreamEOF(void)
BASE/Bzip	src/BASE/Bzip.cpp:1738	DATA_COMPGEN	0x005209c8	bitStreamEOFSReadPastTheEndOf
BASE/Bzip	src/BASE/Bzip.cpp:1747	VA	0x004d7b70	void __cdecl mySignalCatcher(IntNative* n)
BASE/Bzip	src/BASE/Bzip.cpp:1749	DATA_COMPGEN	0x00520a1c	mySignalCatcherSControlCOrSimilarCaught
BASE/Bzip	src/BASE/Bzip.cpp:1754	VA	0x004d7bb0	void mySIGSEGVorSIGBUScatcher(IntNative* n)
BASE/Bzip	src/BASE/Bzip.cpp:1759	DATA_COMPGEN	0x00520a4c	mySIGSEGVorSIGBUScatcherSCaughtASIGSEGVOrSIGBUS
BASE/Bzip	src/BASE/Bzip.cpp:1768	DATA_COMPGEN	0x00520adc	mySIGSEGVorSIGBUScatcherSCaughtASIGSEGVOrSIGBUS2
BASE/Bzip	src/BASE/Bzip.cpp:1780	VA	0x004d7c30	void uncompressOutOfMemory(Int32 draw, Int32 blockSize)
BASE/Bzip	src/BASE/Bzip.cpp:1784	DATA_COMPGEN	0x00520b58	uncompressOutOfMemorySCanTAllocateEnoughMemory
BASE/Bzip	src/BASE/Bzip.cpp:1796	VA	0x004d7c80	void compressOutOfMemory(Int32 draw, Int32 blockSize)
BASE/Bzip	src/BASE/Bzip.cpp:1800	DATA_COMPGEN	0x00520be8	compressOutOfMemorySCanTAllocateEnoughMemory
BASE/Bzip	src/BASE/Bzip.cpp:1812	VA	0x004d7cd0	Bool endsInBz(Char* name)
BASE/Bzip	src/BASE/Bzip.cpp:1820	VA	0x004d7d60	void compress(Char* name)
BASE/Bzip	src/BASE/Bzip.cpp:1828	DATA_COMPGEN	0x00520c78	compressNw
BASE/Bzip	src/BASE/Bzip.cpp:1830	DATA_COMPGEN	0x00520c7c	compressRb
BASE/Bzip	src/BASE/Bzip.cpp:1831	DATA_COMPGEN	0x00520c80	compressWb
BASE/Bzip	src/BASE/Bzip.cpp:1841	VA	0x004d7e50	void uncompress(Char* name)
BASE/Bzip	src/BASE/Bzip.cpp:1853	DATA_COMPGEN	0x00520c84	uncompressRb
BASE/Bzip	src/BASE/Bzip.cpp:1854	DATA_COMPGEN	0x00520c88	uncompressWb
BASE/Bzip	src/BASE/Bzip.cpp:1865	VA	0x004d7f60	i32l EncodeData(char* dst, char* src, u32l srcLen)
BASE/Bzip	src/BASE/Bzip.cpp:1877	DATA_COMPGEN	0x00520c8c	encodeDataEncode1
BASE/Bzip	src/BASE/Bzip.cpp:1880	DATA_COMPGEN	0x00520c98	encodeDataDATA
BASE/Bzip	src/BASE/Bzip.cpp:1881	DATA_COMPGEN	0x00520ca0	encodeDataH2C
BASE/Bzip	src/BASE/Bzip.cpp:1894	DATA_COMPGEN	0x00520ca4	encodeDataNw
BASE/Bzip	src/BASE/Bzip.cpp:1895	DATA_COMPGEN	0x00520ca8	encodeDataRb
BASE/Bzip	src/BASE/Bzip.cpp:1907	VA	0x004d8240	i32l DecodeData(char* dst, char* src, u32l srcLen)
BASE/Bzip	src/BASE/Bzip.cpp:1921	DATA_COMPGEN	0x00520cac	decodeDataDATA
BASE/Bzip	src/BASE/Bzip.cpp:1922	DATA_COMPGEN	0x00520cb4	decodeDataH2C
BASE/Bzip	src/BASE/Bzip.cpp:1927	DATA_COMPGEN	0x00520cb8	decodeDataNw
BASE/Bzip	src/BASE/Bzip.cpp:1937	DATA_COMPGEN	0x00520cbc	decodeDataRb
BASE/Bzip	src/BASE/Bzip.cpp:1949	DATA	0x00534ee4	i32 longestFileName;
BASE/Bzip	src/BASE/Bzip.cpp:1950	DATA	0x00534ee8	i32 opMode;
BASE/Bzip	src/BASE/Bzip.cpp:1951	DATA	0x00537028	char inName[1024];
BASE/Bzip	src/BASE/Bzip.cpp:1952	DATA	0x00537430	char outName[1024];
BASE/Bzip	src/BASE/Bzip.cpp:1953	DATA	0x00537c58	char progNameReally[0x400];
BASE/Bzip	src/BASE/Bzip.cpp:1954	DATA	0x00538078	i32 keepInputFiles;
BASE/DIMMER	src/BASE/DIMMER.cpp:5	VA	0x004dd330	dimmerWidget::dimmerWidget(void) : widget(0, 0, 0, 0, 0, WIDGET_KIND_NONE) {}
BASE/DIMMER	src/BASE/DIMMER.cpp:8	VA	0x004dd350	dimmerWidget::dimmerWidget(
BASE/DIMMER	src/BASE/DIMMER.cpp:19	VA	0x004dd390	void dimmerWidget::Read(void)
BASE/DIMMER	src/BASE/DIMMER.cpp:29	VA	0x004dd3f0	MessageDispatchResult dimmerWidget::Main(struct tag_message& msg)
BASE/DIMMER	src/BASE/DIMMER.cpp:34	VA	0x004dd400	void dimmerWidget::Draw(void)
BASE/DIMMER	src/BASE/DIMMER.cpp:40	VTBL	0x004ebae0	dimmerWidget
BASE/EXEC	src/BASE/EXEC.cpp:23	DATA	0x0051fb20	static SExecutiveText gExecutiveText =
BASE/EXEC	src/BASE/EXEC.cpp:44	VA	0x004d1610	executive::executive(void)
BASE/EXEC	src/BASE/EXEC.cpp:52	VA	0x004d1620	i32 executive::InitSystem(void)
BASE/EXEC	src/BASE/EXEC.cpp:69	VA	0x004d16c0	void executive::ShutDownSystem(void)
BASE/EXEC	src/BASE/EXEC.cpp:88	VA	0x004d1750	i32 executive::DoDialog(class baseManager* manager)
BASE/EXEC	src/BASE/EXEC.cpp:138	VA	0x004d1850	void executive::PrintManagerList(void)
BASE/EXEC	src/BASE/EXEC.cpp:152	VA	0x004d18e0	i32 executive::AddManager(class baseManager* mgr, i32 priority)
BASE/EXEC	src/BASE/EXEC.cpp:192	VA	0x004d19b0	void executive::RemoveManager(class baseManager* mgr)
BASE/EXEC	src/BASE/EXEC.cpp:223	VA	0x004d1a30	void executive::CallManager(class baseManager* mgr)
BASE/EXEC	src/BASE/EXEC.cpp:236	VA	0x004d1a90	void executive::MainLoop(void)
BASE/EXEC	src/BASE/EXEC.cpp:291	VA	0x004d1b90	void executive::Terminate(void)
BASE/FONT	src/BASE/FONT.cpp:20	VA	0x004c6fd0	font::font(u32l id) : resource(RESOURCE_CATEGORY_FONT, id, RESOURCE_REFERENCE_INITIAL, NULL)
BASE/FONT	src/BASE/FONT.cpp:36	VA	0x004c70e0	font::~font()
BASE/FONT	src/BASE/FONT.cpp:41	VA	0x004c7120	void font::DrawStringExecute(
BASE/FONT	src/BASE/FONT.cpp:143	VA	0x004c7370	void font::DrawString(char* s, i32 x, i32 y, FontDrawMode mode)
BASE/FONT	src/BASE/FONT.cpp:149	VA	0x004c73c0	i32 font::GetCharacterWidth(u8 c)
BASE/FONT	src/BASE/FONT.cpp:165	VA	0x004c7470	void font::DrawBoundedString(
BASE/FONT	src/BASE/FONT.cpp:247	VA	0x004c7790	i32 font::LineLength(char* str, i32 maxW)
BASE/FONT	src/BASE/FONT.cpp:282	VA	0x004c7950	i32 font::LineWidth(char* str)
BASE/FONT	src/BASE/FONT.cpp:299	VTBL	0x004eb9e4	font
BASE/ICON	src/BASE/ICON.cpp:33	VA	0x004c7a20	icon::icon(u32l id) : resource(RESOURCE_CATEGORY_ICON, id, RESOURCE_REFERENCE_INITIAL, NULL)
BASE/ICON	src/BASE/ICON.cpp:35	DATA	0x0051e94c	static char allocationSourceFile[] = RETAIL_FILE;
BASE/ICON	src/BASE/ICON.cpp:44	VA	0x004c7ad0	inline icon::~icon()
BASE/ICON	src/BASE/ICON.cpp:46	DATA	0x0051e974	static char destructionSourceFile[] = RETAIL_FILE;
BASE/ICON	src/BASE/ICON.cpp:50	VA	0x004c7b00	void icon::DrawToBuffer(
BASE/ICON	src/BASE/ICON.cpp:85	VA	0x004c7b50	IconDrawResult icon::CombatClipDrawToBuffer(
BASE/ICON	src/BASE/ICON.cpp:258	VA	0x004c7e10	void icon::ClipFillToBuffer(
BASE/ICON	src/BASE/ICON.cpp:285	VA	0x004c7e50	void icon::FillToBuffer(
BASE/ICON	src/BASE/ICON.cpp:334	VA	0x004c7f60	void icon::DimToBuffer(
BASE/ICON	src/BASE/ICON.cpp:370	VTBL	0x004eb9e8	icon
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:17	VA	0x004d0a60	iconWidget::iconWidget(void) : widget(0, 0, 0, 0, 0, WIDGET_KIND_NONE)
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:27	VA	0x004d0ad0	iconWidget::iconWidget(
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:49	VA	0x004d0b40	iconWidget::iconWidget(
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:71	VA	0x004d0bc0	void iconWidget::Read(void)
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:90	VA	0x004d0ca0	inline iconWidget::~iconWidget()
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:100	VA	0x004d0cd0	MessageDispatchResult iconWidget::Main(tag_message& msg)
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:192	VA	0x004d0f70	void iconWidget::Draw(void)
BASE/ICONWDGT	src/BASE/ICONWDGT.cpp:229	VTBL	0x004eba40	iconWidget
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:37	DATA	0x0051f980	i32 iCurSwapPalette = 0;
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:38	DATA	0x0051f984	i32 bLastMouseOffscreen = 0;
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:39	DATA	0x0051f988	i32 bLastOnscreenMouseColor = 0;
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:40	DATA	0x0051f98c	i32 bInCheckChangeCursor = 0;
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:41	DATA	0x0051f990	static SInputManagerText gInputManagerText =
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:44	VA	0x004cdb50	i32 KeyboardMessageHandler(void*, u32 message, u32, i32l messageData)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:134	VA	0x004cde60	i32 MouseMessageHandler(void*, u32 message, u32, i32l messageData)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:241	VA	0x004ce1d0	inputManager::inputManager(void) : baseManager()
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:260	VA	0x004ce230	i32 inputManager::Open(i32 priority)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:274	VA	0x004ce2b0	void inputManager::Close(void)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:283	VA	0x004ce2d0	MessageDispatchResult inputManager::Main(struct tag_message&)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:288	VA	0x004ce2e0	void inputManager::Flush(void)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:300	VA	0x004ce2f0	tag_message inputManager::GetEvent(void)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:319	VA	0x004ce3a0	tag_message inputManager::PeekEvent(void)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:337	VA	0x004ce450	void inputManager::SetMouseCoords(i32, i32) {}
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:340	VA	0x004ce460	void inputManager::SetKeyCodeType(
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:348	VA	0x004ce480	void inputManager::AsciiConvert(tag_message& event)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:433	VA	0x004ce650	void inputManager::MakeScanCodeTable(void)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:529	VA	0x004ce990	void CheckChangeCursor(i32 x, i32 y, i32 force)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:554	VA	0x004cea80	void inputManager::ForceMouseMove(void)
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:577	VTBL	0x004eba30	inputManager
BASE/INPUTMGR	src/BASE/INPUTMGR.cpp:579	DATA	0x00534bc8	i32 iLastBWOnScreenCheck;
BASE/Icon2b	src/BASE/Icon2b.cpp:10	DATA	0x00534c44	static i32 s_clipB;
BASE/Icon2b	src/BASE/Icon2b.cpp:11	DATA	0x00534c34	static u32 s_loopCount;
BASE/Icon2b	src/BASE/Icon2b.cpp:12	DATA	0x00534c24	static i32 s_pitch;
BASE/Icon2b	src/BASE/Icon2b.cpp:13	DATA	0x00534c50	static i32 s_y;
BASE/Icon2b	src/BASE/Icon2b.cpp:14	DATA	0x00534c54	static i32 s_x;
BASE/Icon2b	src/BASE/Icon2b.cpp:15	DATA	0x00534c48	static i32 s_left;
BASE/Icon2b	src/BASE/Icon2b.cpp:16	DATA	0x00534c30	static u32 s_run;
BASE/Icon2b	src/BASE/Icon2b.cpp:17	DATA	0x00534c2c	static u8* s_dimPal;
BASE/Icon2b	src/BASE/Icon2b.cpp:18	DATA	0x00534c20	static u8* s_row;
BASE/Icon2b	src/BASE/Icon2b.cpp:19	DATA	0x00534c3c	static u8* s_dst;
BASE/Icon2b	src/BASE/Icon2b.cpp:20	DATA	0x00534c38	static u8* s_src;
BASE/Icon2b	src/BASE/Icon2b.cpp:21	DATA	0x00534c58	static IconEntry* s_entry;
BASE/Icon2b	src/BASE/Icon2b.cpp:22	DATA	0x00534c5c	static u32 s_spanCount;
BASE/Icon2b	src/BASE/Icon2b.cpp:23	DATA	0x00534c28	static u8 s_color;
BASE/Icon2b	src/BASE/Icon2b.cpp:24	DATA	0x00534c4c	static u32 s_dimLen;
BASE/Icon2b	src/BASE/Icon2b.cpp:25	DATA	0x00534c40	static i32 s_clipR;
BASE/Icon2b	src/BASE/Icon2b.cpp:31	VA	0x004d0570	void IconToBitmap(
BASE/Icond2b	src/BASE/Icond2b.cpp:10	DATA	0x00534c08	static i32 s_clipB;
BASE/Icond2b	src/BASE/Icond2b.cpp:11	DATA	0x00534bf4	static u32 s_loopCount;
BASE/Icond2b	src/BASE/Icond2b.cpp:12	DATA	0x00534bfc	static i32 s_y;
BASE/Icond2b	src/BASE/Icond2b.cpp:13	DATA	0x00534c14	static i32 s_x;
BASE/Icond2b	src/BASE/Icond2b.cpp:14	DATA	0x00534c1c	static i32 s_left;
BASE/Icond2b	src/BASE/Icond2b.cpp:15	DATA	0x00534bf8	static u32 s_run;
BASE/Icond2b	src/BASE/Icond2b.cpp:16	DATA	0x00534bf0	static u8* s_row;
BASE/Icond2b	src/BASE/Icond2b.cpp:17	DATA	0x00534c10	static u8* s_dst;
BASE/Icond2b	src/BASE/Icond2b.cpp:18	DATA	0x00534c0c	static u8* s_src;
BASE/Icond2b	src/BASE/Icond2b.cpp:19	DATA	0x00534c04	static IconEntry* s_entry;
BASE/Icond2b	src/BASE/Icond2b.cpp:20	DATA	0x00534c00	static u32 s_spanCount;
BASE/Icond2b	src/BASE/Icond2b.cpp:21	DATA	0x00534c18	static i32 s_clipR;
BASE/Icond2b	src/BASE/Icond2b.cpp:23	VA	0x004cfd50	void DimIconToBitmap(
BASE/Icondf2b	src/BASE/Icondf2b.cpp:11	DATA	0x005381d4	static i32 s_clipB;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:12	DATA	0x005381c0	static u32 s_loopCount;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:13	DATA	0x005381e0	static i32 s_y;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:14	DATA	0x005381c4	static i32 s_x;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:15	DATA	0x005381b8	static i32 s_left;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:16	DATA	0x005381bc	static i32 s_right;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:17	DATA	0x005381e8	static u32 s_run;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:18	DATA	0x005381d0	static u8* s_row;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:19	DATA	0x005381dc	static u8* s_dst;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:20	DATA	0x005381d8	static u8* s_src;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:21	DATA	0x005381e4	static IconEntry* s_entry;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:22	DATA	0x005381cc	static u32 s_spanCount;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:23	DATA	0x005381c8	static i32 s_clipR;
BASE/Icondf2b	src/BASE/Icondf2b.cpp:29	VA	0x004daa20	void FlipDimIconToBitmap(
BASE/Iconf2b	src/BASE/Iconf2b.cpp:10	DATA	0x00534c8c	static i32 s_clipB;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:11	DATA	0x00534c6c	static u32 s_loopCount;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:12	DATA	0x00534c74	static i32 s_y;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:13	DATA	0x00534c7c	static i32 s_x;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:14	DATA	0x00534c88	static u8* s_dimDst;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:15	DATA	0x00534c68	static i32 s_left;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:16	DATA	0x00534ca4	static i32 s_right;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:17	DATA	0x00534c64	static u32 s_run;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:18	DATA	0x00534c84	static u8* s_dimPal;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:19	DATA	0x00534c90	static u8* s_row;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:20	DATA	0x00534ca0	static u8* s_dst;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:21	DATA	0x00534c60	static i32 s_srcSkip;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:22	DATA	0x00534c80	static u8* s_src;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:23	DATA	0x00534c78	static IconEntry* s_entry;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:24	DATA	0x00534c94	static u32 s_spanCount;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:25	DATA	0x00534c98	static u8 s_color;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:26	DATA	0x00534c70	static u32 s_dimLen;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:27	DATA	0x00534c9c	static i32 s_clipR;
BASE/Iconf2b	src/BASE/Iconf2b.cpp:29	VA	0x004d1ba0	void FlipIconToBitmap(
BASE/Iconm2b	src/BASE/Iconm2b.cpp:11	DATA	0x00534be8	static i32 s_clipB;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:12	DATA	0x00534be4	static i32 s_y;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:13	DATA	0x00534bec	static i32 s_x;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:14	DATA	0x00534bdc	static i32 s_left;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:15	DATA	0x00534be0	static u32 s_run;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:16	DATA	0x00534bd0	static u8* s_row;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:17	DATA	0x00534bd8	static u8* s_src;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:18	DATA	0x00534bd4	static IconEntry* s_entry;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:19	DATA	0x00534bcc	static i32 s_clipR;
BASE/Iconm2b	src/BASE/Iconm2b.cpp:42	VA	0x004cfae0	void MonoIconToBitmap(
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:10	DATA	0x005381a4	static i32 s_clipB;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:11	DATA	0x005381ac	static i32 s_y;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:12	DATA	0x0053819c	static i32 s_x;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:13	DATA	0x005381a0	static i32 s_left;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:14	DATA	0x005381b4	static i32 s_right;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:15	DATA	0x00538190	static u32 s_run;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:16	DATA	0x005381a8	static u8* s_row;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:17	DATA	0x00538194	static u8* s_src;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:18	DATA	0x00538198	static IconEntry* s_entry;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:19	DATA	0x005381b0	static i32 s_clipR;
BASE/Iconmf2b	src/BASE/Iconmf2b.cpp:29	VA	0x004da800	void FlipMonoIconToBitmap(
BASE/MOUSEMGR	src/BASE/MOUSEMGR.cpp:29	DATA	0x00533238	static i32 gOldMouseRight;
BASE/MOUSEMGR	src/BASE/MOUSEMGR.cpp:30	DATA	0x00533240	BITMAP bmpAndMask[MOUSE_CURSOR_COUNT];
